text,offensive,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
"@user Desculpe intrometer, vou discordar de vc. Vc viu o que fizeram com o Ciro nesses últimos 20 dias ? Então, com o Bolsonaro isso foi feito desde 2018. Tudo que foi feito de bom ou ruim, pra eles e principalmente para os militantes da mídia, sempre foi péssimo. Reflita.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"50 milhões de votos num racista, misógino, genocida, burro, completamente incompetente e que foi responsável pela morte de quase 700 mil pessoas. o Brasil tá podre não tem cura não mais jeito tô triste demais",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user ESSA VERGONHA DO LULA É NO DÉBITO OU NO CREDITO??? 
BOLSONARO ESTÁ PASSANDO O TRATOR!!!!!
NA BOA, ALGUEM SALVA O LULALAU DESSA HUMILHAÇÃO... 🤣🤣🤣🤣🤣🤣🤣🤣",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Bolsonaro não perde esta eleição...Se outro ganhar, não é Bolsonaro quem perdeu... É o Brasil que perdeu... É a nossa liberdade e crenças que perdeu...Deus abençoe e proteja sempre o nosso presidente. Te amamos como a um de nossos familiares. ️⃣2️⃣",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user @user @user @user @user Isso é fake news, anta! Leia a reportagem do print que vc postou! O próprio Reinaldo Azevedo prefere o Lula pra vc ver como o presidente é ruim. Como sempre, diabo é o pai da mentira e os crentes querem ajudar Deus fazendo umas mentirinhas kkkk",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Se 14 anos de PT não fez vc odiar o Lula, querida vamos acordar pra vida. E ainda critica 4 anos do Bolsonaro. Se enxerga mulher 😂",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Não há o que fazer... cartas marcadas. O resultado já está programado dentro da urna. Antes mesmo de você sair de casa. A revolução é é tem que ser, fora dela.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Malafaia, Evangélico, Moro, Neymar Lula,PSDB, Leonardo, Pintou um crime, Pintou um clima, Flamengo, Botafogo, Datafolha, André valadao, Renata fan, Bolsonaro NÃO MEXA NO MEU SALARIO",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Que patético, além de não ser eleito se rebaixando até as botas do mito 😂😂",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bolsonaro é o capitão da fome☠

Lula é o raiar da esperança⭐",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Bolsonaro se engasgou com a própria mentira.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user REACT - PIORES ELEITORES DO MITO- Ótimo vídeo do Tiago Santineli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dia de Flamengo mas eu quis sair de patriota..porém sou Lula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Estranho ,bolsonaro concorreu com Haddad,levou facada,agora um candidato aliado do bolsonaro,concorre com Haddad,e é tentado a vida dele a tiro,e muita coincidência,esse Haddad tem muitos amigos que querem ele no poder,matando seus adversários,se liga ,o bando do PT ,nunca mais",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
@user RACHADINHA que o clã bolsonaro instituiu no Brasil e a hora deles vai chegar! GADO HIPÓCRITA!,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Eu tenho essa explicação 
Qual partido estava mais envolvido no esquema do Petrolão e salvo engano tbm do mensalão. 
Povo só sabe falar de corrupção no governo PT, mas esquecem q tbm no governo PT existia outros partidos
Bozó era integrante do Centrão pelo PP.
Respondido?",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Obrigado por esses 4 anos, capitão 🇧🇷👍...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Roberto Jefferson é indiciado por tentativas de homicídio. Polícia Federal listou quatro crimes.

➡ Assista ao @user com @user:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Aqui no interior de Minas dois assuntos pesam demais. Os casos de corrupção do PT e as pautas de costume. Ignoram a corrupção dos Bozo e reafirmam todas as paranoias da ""família tradicional"".
Seria bem interessante ter mais representantes das igrejas diversas declarando apoio.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user mentira q foi o bozo q fez essa porra,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user Não deixa o Bolsonaro ver essas pernas vai que ele queira comer com banana?,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Vamo la, ca estava eu voltando da minha faculdade, estava dentro do ônibus (8017 CPTM VI -Aurora), quando chego no ponto onde eu desço e um cara ( que estava com um adesivo do Bolsonaro na capinha do celular e com uma camiseta do Corinthians ) passa a mão na minha bunda.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Isso aí, até porque, BOLSONARO NÃO GOSTA DE POBRE",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Era msm o burro, sabia que deixaram 3M de votos para Bolsonaro jogados na rua no meio da eleição? 🤣🤣",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Boa noite! Faça a diferença, conquiste 1 voto para o Jair. Bora virar votos hoje? 2⃣2⃣🇧🇷 Não gastem energia se verem que o alvo é um petista por convicção. Foquem nos indecisos e nos que não foram votar.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Se já está ganho, por que mentiu sobre o tiroteio em Paraisopolis, inventaram um atentado?",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user JANONES... vc já se perguntou quantas vezes o BOLSONARO foi a igreja nos dias de DOMINGO ?

Por acaso existe o templo de DEUS numa moto ou num JETSKI ?

Ninguem acha estranho ???",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDESTINOS PROMETEM VINGANÇA HISTÓRICA CONTRA BOZO: LULA TERÁ ACIMA DE ... via @user,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Desesperado com as multidões que Lula tem arrastado pelo Nordeste e com medo da cadeia, 
""o agente do satanás"" em novo ato de xenofobia, diz que PT usou nordestinos ""para roubar a nação"" Aff...",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user E vcs acreditam na palavra de criminoso fazendo delação premiada? Kkkkk 
E cade o dinheiro? Evaporou? Lula enfiou no toba? Enterrou no terreno? Q ladrão de merda é esse q rouba mas nunca usufruiu do q roubou?kd as mansões,fazendas,jatinho,iate....?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"@user @user Até gostava do Leonardo até saber que ele é um cidadão de bem, patriota e filho da puta...",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user @user @user Já que gosta tanto do Google coloca la na procura: pintou um clima Jair kkkkkkk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Conversando pela bunda, o carniça encurralou o Bolsonaro, kkkkkkkkkkkkkk deixa de ser retardado...",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"SP NÃO VOTA EM ASSASSINO, MUITO MENOS EM MILICIANO.

SP NÃO MERECE UM MILICIANO QUE NÃO CONHECE NADA, NUNCA FEZ NADA POR SP MENTE EM TUDO QUE FALA...IGUAL AO GENOCIDA, BANDIDO, MILICIANO, RACISTA, HOMOFOBICO, MISÓGINO, XENÓFOBICO E PEDÓFILO.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user Só votam em bandidos 
Nem mula nem burronaro
Lula x Bozo
Vamos anular o voto geral",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meu vizinho falando:
- Nós que é crente tem que votar no Bolsonaro, você acha que tem que votar no Lula? Caçar homem com homem e mulher com mulher?",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
@user Os idiotas derrubou o veto de Bolsonaro é ainda usa os idiotas inútil doutrinados para culpar Bolsonaro kkkk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user @user Ah o Bolsonaro usa a boa e velha tática militar de não deixar investigar.
Ai da pra fingir que não tem corrupção nenhuma.

Tem que ser muito fanático para comprar essa

E o Ciro listou corrupções dele no debate.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Vá contingenciar as suas ferias, suas motociatas, o viagra, as próteses penianas, o leite condensado, o orçamento secreto... Essa é a importância que o bozo dá à educação,",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user @user Lixo esquerda nunca mais Dá-lhe Bolsonaro 🇧🇷🙏🏽,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user O PT é um partido facção. Ela mostra no vídeo o DNA do petista.
Vamos derrotar o Carniça e depois cobrar da justiça a cassação do registro do partido",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user @user @user ""O outro não"" Sigilo de 100 anos, acionamento do foro privilegiado, orçamento secreto pra você é normal pra um candidato que se diz honesto? O corrupto aprova a "" Lei da transparência"" o honesto utiliza a brecha do sigilo, não lhe causa estranheza?",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Eu vou d 13. Amo o lula personagem, N o politico. Mas dia 2 depois da comemoração tem q voltar a mesma cobrança e discussao. Tem q vigiar tudo. Pq o modelo politico é podre. Mas eu sei q em 4anos a gente pode tirar o Lula. É Democrático o stf q ele colocou prendeu ele. E o Bozo?",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
assim que vamos despachar o Lula molusco 🇱🇷🇧🇷👻😂🤣 sempre fechado com Jair bolsonaro e o Lula molusco direto na privada kkkk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Sem caráter? kkkkkkkkkkkkkkk é o seu candidato que recebe voto de estuprador, ladrão, e diz isso com orgulho! Eles sabem que o bolsonaro não dá essa proteção igual recebem do lula. Se você for assaltada fica tranquila que foi p eles poderem tomar uma cervejinha.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user @user Quando vc nega a tentativa de golpe e tenta desvincular o Roberto Jefferson do Bolsonaro chamando ele de 'mensaleiro', a gente sabe bem que vc não vê tentativa de golpe mesmo.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Não tem como passar mais 4 anos disto,se tudo der errado vamos estabelecer um governo paralelo igual ao da venezuela que o bozo adora",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user tem pena do povo brasileiro, apoie o Lula, não tem condições de aturamos o Bozo por mais 4 anos",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user @user Vc se faz d besta ou o quê? O Bolsonaro e o Guedes fizeram de tudo para sabotar o auxilio emerg que o CONGRESSO lutou para ter. Antes do auxilio o Jair fazia campanha anti ações sociais e só aumentou o Bolsa familia no ano das eleições. Por favor, seja honesto em suas colocações.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Parabéns Moro, Dayleol juntos contra às mídias de esquerda, Janone bandido e aliados da quadrilha do ladrão de 9 dedos que saqueiou Brasil, em 2019 Mito pois fim a corrupção, a retomou às obras paradas, levou água pro nordeste, defende: família, pátria, liberdade e CF/88 vote 22!",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
O Pará também está com nosso capitão e com nossa primeira dama! O BRASIL ESTÁ UNIDO E VAMOS REELEGER NOSSO PRESIDENTE! 💪💪🇧🇷🇧🇷🤝🤝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Parabéns, conseguiu tirar o filho do Bozo👏🏾👏🏾👏🏾👏🏾👏🏾",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pintou um clima de desconfiança.
Pintou um clima de ódio.
Pintou um clima de euforia.
Pintou um clima estranho.
Pintou um clima de horror.
Pintou um clima familiar.
Existem várias conotações possíveis, mas como foi Bolsonaro que falou, só vale o pejorativo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ou o Bolsonaro se reelege e a mamata continua ou o Lula ganha e pega um país completamente destruído. De qualquer forma a gente perde,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Com certeza Bolsonaro, barbárie é um ladrão que saqueou o Brasil por anos ser candidato!!!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Se o porcaria do bozó ganhar em São Paulo, alguém me leva pro nordeste? Por favor, nunca pedi nada…",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pensei que Edir fizesse campanha pra Bonoro, não pra Lula",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Bolsonaro 22
 

PTFÓBICO
Menino do MEP de César Benjamin
Morte do Celso Daniel 
Beijo lésbico na boca de André Lázaro 
TABLET, a filhote de kajuru não tem respeito com a dor de sua vice
Vergonha Nacional soltaram o PEDÓFILO no dia das crianças",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"@user Pq vc acha isso errado 
Se ele tive a favor do Bolsonaro
A esquerda já tinha pedido a cabeça 
Dele mais graça a Deus nossa 
Presidente é uma pessoa do bem 
Não como vcs mentiroso nojentos 
É ordinários",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Eu vou votar no Bolsonaro, mas é impossível fazer as antas petistas entenderem! deixa se lascar tudo mesmo!",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Com certeza.
20 anos q Bolsonaro é Presidente. 
Sinceramente não sabemos o que ele fez esses anos todos para Erradicar a pobreza!
Opss menos de 4 anos mesmo com pandemia de 2 anos e guerra. 
Qual ""carguinho"" você querer se o molusco ganhar? (só no sonho, né, pq não vai ganhar)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Concordo não é o mesmo, por isso o mito defendeu a pílula abortiva. Vá pesquisar que tu encontra.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Bozo infelizmente pautou o debate....estou bem mais pessimista agora....😬😬😬,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Não, Ciro já vinha sendo atacado faz tempo, Paulo Vieira, Duvivier entre outros. O castigo dessa gente é 4 anos de lula roubando e tendo que se explicar, igual foi com o bolsonaro, vou pertubar essa gente",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lula, PT e Chuchu nunca mais.

Vote no MITO, Bolsonaro 22",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@user @user Acho que quem está preocupado agora é o Ex-presidiário,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Felipeee do céu!! O chaveiro do bozo ta desesperado nos comentarios!! Ignora mais!! Ta lindo de ver o piercing das bola do bozo implorando por atenção!!,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zagallo é um Mito né . 
Essa estátua dele , pohaaaa parece até ele mesmo. Fiquei bugada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user uma mentira não justifica outra. mas mentir em nome de DEUS e usando o nome de DEUS SEMPRE será pior.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IPEC mostra que tá “pintando um clima” de derrota pra Bolsonaro e eu quero crer nisso de todo coração. Os votos válidos deram: 54% pra Lula contra 46% para Bozo. Amém significa “assim seja”.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Votou em Bolsonaro em 2018 (por conta do marido). Esse ano, disse que votou em Ciro, no primeiro turno (“por todoooooos os absurdos cometidos no governo Bolsonaro” e blá blá), aí agora no segundo turno, voooolta a defender Bolsonaro e tudooooooo que “ele prega”… OLHEEEEEEE 🙄",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"@user NUNCA TINHA VISTO UM MOVIMENTO ORGÂNICO TÃO GRANDE NA INTERNET E FORA COMO ESSE CONTRA A CENSURA DA JOVEM PAN E DA BRASIL B PARALELO… O PT DEU UM ENORME TIRO NO PÉ AO SOLICITAR AO TSE ESTA CENSURA!!! 

*SE FORA DO PODER JÁ QUEREM NOS CALAR, IMAGINA SE TOMAREM O PODER NOVAMENTE!*",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user Eles mentem demais , querem derrubar o Bolsonaro mas não vão conseguir , esse bando de filho da puta deliquente",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"@user E BOLSONARO TU FAZ AS MERDA E CORRE PRA SUA MULHER APAGAR O FOGO QUE TU PÓS,",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"@user ""Parei na esquina, tirei o capacete e olhei umas meninas, 3 ou 4, bonitas. De 14 ou 15 anos arrumadinhas em pleno sábado em uma comunidade. PINTOU UM CLIMA, voltei e preguntei: Posso entrar na sua casa?""

Jair Bolsonaro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user Sério? Na sede do governo brasileiro não pode ter a bandeira do Brasil 🇧🇷? Que vergonha…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user E td q seu mito defende tem no Afeganistão...vai pra lá então e para d encher o saco.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O maior meme é pobre e gay apoiando Bolsonaro eu fico indignada,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"@user @user Mônica que bom então
De alguém que fez medicina para alguém que fez enfermagem, curso que tenho muitos amigos e amigas do coração. Eu sou o burro? Cytotec e anticonceptivo? Explica quem sabe nos 5 anos faltou aprender algo,",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Que? Kkkk só se vc entender que mentira é verdade !!!!Bolsonaro reeleito!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user FORAM PETISTAS DISFARÇADOS DE BOLSONARISTAS.... TUDO PARA TENTAR DENEGRIR O NOSSO QUERIDO PRESIDENTE DA REPÚBLICA JAIR MESSIAS BOLSONARO 🇧🇷 COMO JÁ SABEMOS DAS FALCATRUAS DO PT.... NINGUÉM ACREDITOU....,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Quantos pedidos de impedimento contra Bolsonaro foram protocolados por Lula, alguém do PT ou a Simone?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user 🚨URGENTE🚨- Evangélicos se revoltam com politicagem e perseguição dentro da igreja. Arrancam o véu da hipocrisia. 
@user
 
@user
 
@user
 
@user
 
@user",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As considerações finais do bozo eu me recuso a comentar... Registro meu protesto por escrito...
Rss!!!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fim do mercúrio retrógado e fim do governo bolsonaro hoje meu deus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Pq o nome dele foi citado, já o burro do Bolsonaro não foi citado uma vez e pediu direito de resposta 7 vezes",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
como eu nao sabia disso meu deus GRACIAS BOLSONARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Eu crítico o que eu quiser quando eu julgar necessário. O recorde já foi batido. Não vai fazer diferença você ficar passando pano querendo calar crítica por algo que já aconteceu. Eu tô propondo que se fortaleçam os canais de esquerda, isso é Ibis onde?",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"OS APOIADORES DE BOLSONAZI TÊM SE MOSTRADO VERDADEIROS NAZISTAS E ESTÃO ARMADOS ATÉ OS DENTES É PRECISO QUE A JUSTIÇA SEJA CAPAZ DE TRAVAR O GATILHO DESSA GENTE OU MERGULHAREMOS NO CAOS SOCIAL E NA GUERRA CIVIL !!!DIGA-SE DE PASSAGEM, QUE ESSE É O SONHO DE BOLSONARO.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"não sei o que me assusta mais, a ameaça de passar + 4 anos com um genocida no poder adoecendo a mente de todo mundo nesse país

ou o lula vencer as eleições e a gente ter que lidar com o monte de gente descompensada que vai sair armada na rua arranjando confusão e fazendo merda",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
