id,text,is_offensive,ideology,insult,lgbtqphobia,profanity_obscene,racism,sexism,xenophobia
ce64da1ac8ee4e4fa494d39bcfe4415c,USER Quem abraça ladrão é o que sua bosta?,OFF,True,True,False,False,False,False,False
3fc3e021eac8441ab2370b8968d8d2b8,">americas lotado de caboclas gostosas partindo das pálidas até as mais escuras estilo pocahontas>das mais qt's até as mais cavalas >floquinho de neve quer porque quer se enfiar em uma reserva cheia de índio armado caçando ele com hilux pra sujar a genética de um povo que descende apenas de 70 pessoas e tem separação do resto da humanidade de mais de 24k de anosé muita síndrome de floquinho de neve, puta merda.",OFF,False,True,False,True,False,True,True
983fd3c8de3d41519b96d4444e875a20,"O diabo é sujo mesmo, ele tem orgulho de contar cada detalhe pra envergonhar mais ainda ela. 🤢",OFF,False,True,False,False,False,False,False
b368e495fb564c94878f9d577f478f9b,USER Ja ta pedindo p ser punida? Sua putinha inutil do caralho cala a boca e eu vou fazer oq quero,OFF,False,True,False,True,False,True,False
191bd5502f744486b93383686c69718c,"Sinceramente, no Brasil o crime compensa,o cara mata a própria filha, de forma cruel, e ainda ta ai livre,que bosta de justiça a nossa!",OFF,True,True,False,False,False,False,False
ecc9e503f61a4d408c086bd6682240c3,Seu idiota porque vc acertou ele com uma faca,OFF,False,True,False,True,False,False,False
81256d9956d5483099ac7ffb97f278c7,"É importante que o homem trate bem as mulheres, mas não acredito que foi isso que conquistou a mulher da questão, pois ela foi parando o carro e chamando pra fazer sexo.",OFF,False,True,False,True,False,True,False
5725734632784fd4bf9da7e4b59c6cb0,Que bosta!!!✌🏽,OFF,False,True,False,True,False,False,False
76e9018ed2c04b49aaa28a5f305db866,USER USER Hindu santo par atyachar koi aam bat nahi hai gay mata ko kata jaa raha hai koi aam bat nahi hai yeh bharet hai yaha for dalo aur shasan karo is baat ka fayda angrejo aur mugloo ne uthaya tha modi ji ab karo vichar kattee gaye aur kathe hindu kare pukar,OFF,False,True,False,False,False,False,False
d888ebff961f4f6fa3fd3454a230caae,USER é USER ! USER é USER!! Kkkkkkkkkk,OFF,False,False,False,False,False,False,False
69d91a7c1ec64297a3392cd09cc6478a,"O cara é foda, sem comentários. Que riqueza de detalhes. Perfeito. Merece o mundo.",OFF,False,False,False,True,False,False,False
c3304ff3fb7f41cd95801cb52b7a2911,"USER pode achar seu principe encantado,mas sempre vai acabar: Gorda,feia,virgem,cheia de poster de crepúsculo a parede!!",OFF,False,True,False,False,False,True,False
3488756d38df45bf8e4b98e4769aa0c2,"USER Quando anunciaram esse dinossauro, dava pulo de raiva depois daquela final com o santo André e ainda por cima com a mão no saco mucho e mostrando para nossa torcida, contrataram esse lixo (insulto) e agora fica se fazendo de vítima.",OFF,False,True,False,True,False,False,False
609c74de73c74be1ab9bb06e87ca0b2a,"USER: USER semejante HIPÓCRITA, vis te sentis seguro por que las pandillas son tus amigos el Salvadoreño promedio vive…",OFF,False,True,False,False,False,False,False
262ba21126984a5e86f275490b4d22e8,"Primeiramente mandaria se foder pq amigo nenhum diz que outras garotas são melhores. Depois é perguntar se ele realmente tem interesse, e se não tiver parar de agir como se tivesse",OFF,False,True,False,True,False,True,False
c0abce36c2f44439b93f336711ff4a77,USER esse maluco ai é asqueroso pprt e a mina é maluquinha da cabeça tambem,OFF,False,True,False,False,False,False,False
604d5c2634784c0086dc7bf1288075ce,USER canalha!,OFF,False,True,False,False,False,False,False
b842e83136a449edb683dfe0a8f942bd,USER Ladrões Unidos !,OFF,False,True,False,False,False,False,False
9fc0d88a4f8d4864961aa0285e228850,Meno burrão,OFF,False,True,False,False,False,False,False
859002fcb134473fbd20d5305cec41f1,"A podridão vindo a tona, USER está fazendo tudo que já de ruim nesse país se mostrar. Força USER, eles vão cair! Traidores da nação.",OFF,True,True,False,False,False,False,False
59b41636b55f47f78ac1c0ab092e76a0,"USER USER USER nojento, filho da puta, Ladrão.",OFF,False,True,False,True,False,False,False
9e821d3f540f4eedaae6ffd3bd102954,USER: merda inferno cu buceta porra caralho,OFF,False,True,False,True,False,False,False
ecb874b75ec5472fbfe8de2c4e5dae28,Sexo a 4 hoje kkkk O boy do pornozão arrebentando na tv.. E Eu esse rabudo no amadorismo.. bundona porem cuzin apertado. Mas foi uma dlc fuder com ele ☺ URL,OFF,False,True,False,True,False,False,False
5998c945d52f4755bb721733dbf37076,USER pais bizarro .,OFF,True,True,False,False,False,False,True
c57ebf95e6b04392a88d75c3ef640b4d,"USER Não importa, ele é velhinho e burro (insulto) não sabe nem falar ""analfabeto"". Você não tem respeito pelos mais velhos!? Vou contar ao divino",OFF,False,True,False,False,False,False,False
5466fe962b104078a1291d3a7a5ff947,"A mulher coitada esta carente, mais USER culpada , o vara estava na dele.",OFF,False,True,False,True,False,True,False
a4e509d455e44944a5268d39b7046037,"Antigamente os lobisomens eram feras muito sanguinarias e travavam batalhas contra vampiros mais agora se uma menina ve um lobisomem ela fala:“nossa que estranho os lobisomens andão sem camisa"" USER ENUSERNDE UMA COISA A USER DO VAMPIRO USER BRILHA NO SOL CARALHO E USER USER USER USER SEM CAMISA E USER USER LOBUSER USER E TAMBÉM USER USER USER USER PORRRAAAAARRAAA",OFF,False,True,False,True,False,False,False
50d2d11ba12f4aeb93b9d53e2a6dd153,USER: aproveitando as férias para moldar uma personalidade para o presencial.. estudioso? faltoso? piranha (insulto)? preguiçoso? que tal esco…,OFF,False,True,False,False,False,False,False
70675f12b81b466283d20fb39b4a82c4,USER A Folha desde sempre apoiando a DITADURA e apoiando FASCISTAS que até se esquece de falar sobre seus ESCÂNDALOS como EMPRESTAR CARROS para a DITADURA ir TORTURAR PESSOAS. A Folha GOLPISTA nunca faz uma “autocrítica” URL,OFF,True,True,False,True,False,False,False
09fb95ffec8a433d8182959048978a3f,"Não é vingativo? Kkkkk, USER , só é covarde. USER",OFF,False,True,False,True,False,False,False
3cd0ee2e1e9648dba48a4de237ff6617,"última vez que eu pisei em Tamandaré deu uma merda do caralho e eu prometi que não ia mais vir pra esse buraco, aí hj eu vim dnv e dnv deu uma merda do caralho KKKKKKKKK lugarzinho da porra vai se foder",OFF,False,True,False,True,False,False,True
367a811194b14184bce5cb8a00a6f637,"USER Son los aviones de combate más modernos que tenemos, ineptos. Y no los compraron ustedes. No compraron ni un planeador, corruptos",OFF,False,True,False,False,False,False,False
0e832b78190b4fa6820dc12ec08671ed,USER 🌐 o silêncio é o que mais mata,OFF,False,True,False,False,False,False,False
3c8458aa825341b48822a3d9dd62a371,"USER USER Tche, ta com inveja da melhor regiao do país, pia azedo? 🤣🤣🤣 Fala isso perto da gurizada pra ver o que acontece cntg, bostinha. O facao ja ta afiado, mlhr tu ti atipa daqui!¡",OFF,True,True,False,False,False,False,True
e8ce2ccafea143d6878e10946079bd00,E os machos q ficavam desmerecendo ela lá por ela ser negra e acima do peso vcs n ligam?,OFF,False,True,False,False,True,False,False
bd98628df4ba4665ae8c40a0fccc2910,"USER bolsonaro, como se sente sabendo que é um merdinha e foi humilhado por gente foda? você é um bostinha, smttttttttttt",OFF,False,True,False,True,False,False,False
20ae87896eba430e98682b9107841ccf,"Oque um idiota pode fazer em... Por isso minha mãe sempre me disse: selecione bem suas amizades... Só espero que o tal USER pague com a justiça pelo que ele incitou... Espero que a USER e o USER da Justiça façam a parte deles com a fala do abençoado USER! Exatamente oque o especialista disse... O nazismo pregava o arianismo... Acredito que o USER não tenha nem se quer tenha lido o que falou... Ou realmente ele é um criminoso (e ele realmente cometeu diversos crimes c a fala dele) que não tá nem aí pra quem sofreu com o nazismo! Existe algo chamado de ética (conjuntos de normas e valores) que fazem o mundo dar certo... O que o USER não entendeu nos seus 30 e poucos anos de vida é que se ele tem fala ou tinha, é graças a essa ética que existe no mundo, graças a esse conjunto de normas e valores!",OFF,True,True,False,True,False,False,False
451d8a5e13304568abfb74d564f8653d,USER tentando defender a Anitta só para conseguir uma entrevista???? Tudo que você já falou sobre “especialistas” vai por água abaixo depois os tweets que fez… Que vergonha,OFF,False,True,False,False,False,True,False
0e43d67caf0e4ddba759f1dc39f669f1,parabe´ns cara vc é USER fodah,OFF,False,True,False,False,False,False,False
c414728b3e724b7196c51900df97292a,Para Jojo que tá feio só que aparece,OFF,False,True,False,False,False,False,False
40f04ee44d7242c992dfa327ad49c7f3,USER o teste de dna dela deu 100% portuguesa caralho etc,OFF,False,True,False,True,False,False,False
c2576f90063b43cbbf4e38f1c8f6c42a,Se ele não tivesse respeito por uma mulher ele xingava ela agora na cara dela como muitos fazem! Parabéns USER,OFF,False,True,False,False,False,True,False
c6c5929ccd35411d8252bf82f788b8be,"Parabéns MonarZI por revelar seu caráter e ""opinião"" USER com palavras lindas. Já que USER acha que tudo se pode FAZER. Podemos da um tiro na sua cabeça? Todos têm direito de fazer tudo certo MonarZI? Tenho direito de te destruir? Certo? USER do Brasil pois no que USER acredita que Tudo se pode, até mesmo ser USER. USER também tem direito certo? Maior otário seu MonarZI.",OFF,False,True,False,False,False,False,False
274cdfa2f71e45ebb8ef284dcc0839e7,"vampiro que brilha no sol??? USER ""depilado"" a namorada do cara dormindo com outro e o USER falar q tá feliz com isso?? como o felipe USER mesmo fala:"" Que porra é essa??"" USER é ridículo. a sthephany USER ""tentou"" distorcer a figura do vampiro e do USER pra algo + feminino. e isso resultou em uma história totalmente absurda. quando lançou o livro (ou filme) fui assistir pensando que veria um ""vampiro"" e ""USER"" de verdade!! decepcionei geral ao ver a distorção que ela fez.",OFF,False,True,False,False,False,True,False
041e388dd7e4477289a069160ef0f083,"USER você errou feio cara, mas não irei te massacrar. Todos nós erramos cara. Segue em frente, levanta a cabeça. Boa sorte",OFF,False,True,False,False,False,False,False
c4ce5a942ac14817b68d7f5e79585d69,O povo burro (insulto) é esse do Brasil!!! Invés de ficar perdendo tempo discutindo quem tá certo ou errado tínhamos que focar na pandemia!!! Esse povo da ESQUERDA E DIREITA não entende que esse não é momento pra ficar brigando e fazendo manifestações !! Depois pega a merda do vírus vai dar trabalho pra um pai ou mãe que não pode ir pra casa direito pois tem que ficar trabalhando dobrado em hospitais!! Vamos respeitar a quarentena!!parem de comer capim um pouco!!,OFF,True,True,False,False,False,False,True
3d85473d1c4b4f86a78159f23d7746b1,"USER merda, ridículo essa imposição. Pior ainda utilizando-se de crianças",OFF,False,True,False,True,False,False,False
8b7fcf5169084e7b826f8bd7f7f761da,Só mongolóide no vip HASHTAG,OFF,False,True,False,False,False,False,False
d94780334f594382922e668c985b13cc,Chora USER kkkkkk,OFF,False,True,False,False,False,False,False
91080248cc1c4577b188cbc108facb25,Esse bicho é doido..,OFF,False,True,False,False,False,False,False
637be1404d1943c5a8b459e14ecde9ac,"USER USER tava ate indo bem até eu ler a palavra ""macho"" ... como se fosse errado ser homem. essa merda desse femimismo só apodrece mentes",OFF,True,True,False,False,False,True,False
f5c4d57af6cb481b971014724cbd4500,"Caraca acordar assim tá pior que aqui em casa kkkkk a cara do maluco, da vontade de enfiar a mão na cara dele apesar que não estou mais pra briga!😨😬😮",OFF,False,True,False,False,False,False,False
d786dafd38074da69782a7f45d714bfb,"USER: usted no puede criticar a alguien si usted también tiene rabo que le majen, siéntese mejor",OFF,False,True,False,True,False,False,False
20f09a63142f47a88956c902ac4b2a6d,"Q nojo dessa mulher kkk, educação 0",OFF,False,True,False,False,False,True,False
397cc88754aa4fafa30ac0dccd3d742f,"USER: Este man si es atrevido, dice eso de fico pero se le olvida que su mesías alias aureliano es un narco genocida y terrorista…",OFF,False,True,False,False,False,False,False
0d1c7f93aaae4adfadd0b6b81abdc348,"USER USER Meu amigo, o problema é numa puta de uma crise com um fucking vírus rolando e o USER chamando a galera pras ruas............ USER ??????????????????? Que tipo de presidente é esse ? Um cara que não tem um pingo de preparo pra nada, fica estressado com literalmente TUDO que falam dele. Ao invés dele responder as entrevistas de forma séria e consistente, o cara responde "" eu vou te dar o furo"" pra jornalista.......",OFF,False,True,False,True,False,False,False
cdb86dc191ee4f3c8343a02d7b926126,USER USER desse filme de mongoloide,OFF,False,True,False,False,False,False,False
44222a055a2948be8fbb8116ce55daa8,"Essa juiza ganhou meu respeito em kkkk, parabéns juíza é isso aí tem q botar é rachando msm nesse bandido luladrao",OFF,True,True,False,False,False,False,False
904fd58872a2455eb52a38e79a5436f0,"USER USER USER USER USER Urr durr, xenofóbico fudido do caralho",OFF,True,True,False,True,False,False,False
29064a974307416c91ae8ce477b21219,"mlk até hj dou risada de quando ela mentiu ter pego uma mina só pra ""ficar por cima"" kkkjkkkkkk mais pilantra que eu? ai eu vou ter que zuar",OFF,False,True,False,True,False,False,False
c6c5c278118e4b12ae4bc5835581a6a3,A USER ESCOLHEU O USER USER PARA HUMILHAR O USER. UMA USER 😉 ELA USER DE BOA.,OFF,False,True,False,False,False,False,False
10b0e231fc9042bb99f7c6f51d7c13eb,proposta ridícula. ridículo uma empresa precisar fazer isso pra conseguir cliente. galera vem pra UP! www.upessencia.com.br/103774,OFF,False,True,False,False,False,False,False
acb8ee0d4a5243f88114316aad3117d4,USER Ya suéltalo a ese mongol que ilusionó a su gente con Lecaros jajajajajajajajaja juraba que el chato jugaría por la o 😂😂,OFF,False,True,False,False,False,False,False
defdb23b3a884a3abb5ca046745a02c0,Se eu pudesse mordia meu próprio rabo 😋,OFF,False,False,False,True,False,False,False
4e74474d55764633b5d1ff9d86254a4e,USER USER USER Lula ladrão desgraçado representa a corrupção no país,OFF,True,True,False,False,False,False,False
7188a4da3f064bbb93ade1290dfa29c1,Esse cara nunca foi mendigo 👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀,OFF,False,True,False,False,True,False,False
b3f957d526474edcad2a692f99fc178d,USER essa que disse que o USER é ridículo deve ser fã de CREPUSCULO e num aguentou ouvir a verdade sobre o filme kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk',OFF,False,True,False,False,False,False,False
df311ef001e34275953e95cfd6e33c82,Ser LGBT é certo para de espalhar burrice,OFF,False,True,True,False,False,False,False
60b998ee84ab42f782533f198007a021,FAZ CALMA AGR SEU arrombado fudido DO CARALHO,OFF,False,True,False,True,False,False,False
bb203f6323db4da58745d80bbd40f3da,USER Gatinha de pinga ... ladrao,OFF,False,True,False,False,False,False,False
7e562550b3b646938fd4a3cf7ed29e18,"USER Sinto muito, mas eu também assisti Crepúsculo, gostei do filme, mas tudo o que o USER USER falou é verdade, não dá para negar. O enredo é fraco, é uma garota pateticamente sem sal, mas que todo mundo é louco por ela, desde o garotinho sem graça da escola, até o cara mais bonito e mais popular do colégio, passando pelo amigo de infância,,, Fala sério, né, vamos combinar... E mais: você não tem o direito de mandar ninguém calar a boca! Respeite a opinião dos outros e fique com a sua",OFF,False,True,False,False,False,False,False
f6f9dfc5179640b58b91ec2e1a57c3c2,"USER,Deus que Isso.So No USER saidinha USER criou essa merda",OFF,False,True,False,True,False,False,False
f4c87bc2494b4bbdab178a1ecbd33dc4,AH VAI TOMA NO cu desgraçado URL,OFF,False,True,False,True,False,False,False
a4c77b03b0794b2886abb75cd0787bb8,"oh burro (insulto), como é que não me lembrei da loja ao lado do teatro sá da bandeira",OFF,False,True,False,False,False,False,False
da35dcdef5d6477888e711ddd0e60c5e,"ueahEUAEHUHEAUHEAUHAE... mano, os cara ficaram puto por isso? aaah!! pelo amor de Deus USER USER",OFF,False,True,False,True,False,False,False
cdd2f3e462b647539eb98a435a08d946,"USER, o país que o cachorro mija no poste, enaltecer um degenerado desse é a prova viva que esse país tem o que merece...",OFF,False,True,False,True,False,False,True
ffdf9bffb27d40748c9ad2239a352ae0,"Ele não faz sexo com a bela porque ele é morto, então ele não tem sangue para endurecer o pinto.",OFF,False,True,False,True,False,False,False
0cae3b5e9378482e85cf01bc27cd4209,"USER USER a única visibilidade que temos em midia é com coisas ruins como assassinatos, não é nenhum privilégio isso cara, só estamos tentando mudar isso e ser representados como pessoas normais, casais normais e só isso. Essa discursao toda por causa de um video onde mostra todas as formas de amor... É foda",OFF,False,True,False,True,False,False,False
711928da3e5c40caa0cad1e7119d9f92,USER: Acompáñenme a hacer origami con mi papel de estupida.,OFF,False,True,False,False,False,False,False
2a1eecaa1cb04520bff04deeea5dfa6b,"eu preciso de dinheiro, de muito dinheiro. procuro trabalho mas não encontro nada, a cidade está uma merda. eu preciso fazer meus implantes dentários mas não tenho onde cair morto, a faculdade de medicina mais perto daqui fica há 380km e há uma fila imensa para implantes e que também são pagos, apesar de um pouco mais baratos.como eu faço para conseguir dinheiro? puta merda.",OFF,False,True,False,True,False,False,False
e6ee2c5c806b4f54ae877f9f8fb30d8d,"É foda ver gente que provavelmente não tem nenhuma base de marketing querendo dizer que foi um erro, o único erro é a nossa sociedade homofóbica msm",OFF,False,True,False,True,False,False,False
0be1b7f9c19e43e2abf19de810e59596,Que bosta de comercial em puta que pariu,OFF,False,True,False,True,False,False,False
046c86de85ac4fb6a342b8dc78269921,So queria ver uns peitos balançando ou uma buceta sendo masturbada... alguem se dispoe? retribuo HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,OFF,False,False,False,True,False,True,False
b8f1642a26df4bc494a485ab5ad84ef7,"USER eu lamento muito pelo que fizeram com vc. Eu não vejo um USER nazista. Vejo um USER idealista que defende o direito de livre expressão. Roubaram justamente a tua causa de vida. Isso sim foi criminoso. No dia que houver liberdade de expressão, pode-se discutir pra transformar mentes. O nazismo SIM começou a partir do momento que não se permitiu ter outras idéias, a partir do que se estava estabelecido. USER sem vc não é flow. Como fazer um flow sem o USER, sendo o USER?!? 🤔",OFF,False,True,False,False,False,False,False
2ac6f4d4f3824947a74b185c4d77f1e3,"USER Eles falam como se a situação de bosta que eles fizeram, fosse a mesma coisa que aconteceu agora. O Scooby é muito sorrateiro e escroto, to passada.",OFF,False,True,False,False,False,False,False
77070ae3b064420591ec8a08859cee20,"USER USER nao estou debatendo com USER, estou dizendo que USER esta sendo homofobico e errado, nao sou uma criança, qualquer pessoa que discorde de USER e uma criança? Eu acho que a unica criança aqui e USER ou a sua mentalidade e sim eu estudo muito para ajudar meus pais, mas eu realmente nao ligo para oq USER acha, eu n te conheço e não to afim de conhecer",OFF,False,True,True,True,False,False,False
60343d47c49b46fcb627533567d952dd,q porra foi essa?,OFF,False,False,False,True,False,False,False
1bdf317d4c3f47e4822cf248818dbbd5,É muita USER USER sai da boca delas. Chega à da vontade de VOMITAR com esse vocabulário chulo. USER,OFF,False,True,False,True,False,False,False
d1cb05ab9a3d48088b2b74801bb2bdec,dar o cu — nenhuma URL,OFF,False,True,False,True,False,False,False
58bb9eac6a4e49bb9290ea59b02527c2,Queria saber oque esse povo besta estão fazendo vendo esse vídeo e pior ainda comentando ... crlho deixa a menina ser feliz ela pelo menos teve coragem de mostrar coisa que muitas gostosonas so da no escuro ... ela esta mostrando o corpo dele em nenhum momento do video vih ela influenciando nenhuma mulher a ser gorda parem de julgar ... Parabéns linda seja oque USER quiser gorda magra quem paga pela sua comida e USER ...,OFF,True,True,False,False,False,True,False
56910c5abb9f4cc7b0d22a0fd30794d5,USER: Q VIADINHO LINDO VAI SE FODER KAWORU,OFF,False,True,True,True,False,False,False
f441b74cf9ee4d148c3fa573fee116c7,USER's vendo as cagadas do BK: 🎉🎊🕺🥳🤣,OFF,False,True,False,True,False,False,False
f08ce7f3d3424f8382bf9e65d77412ea,"É tão engraçado a diferença do poder pro querer, o povo fica tipo “bichinha, não pode” eu fico tipo feliz, pq eu sei q escolhi a melhor parte e isso é libertador",OFF,False,True,True,False,False,False,False
c94d5fbe6cfe4bfa9c3ee08755c6b50e,"Cara o USER só fala merda puta que pariu, que cara idiota, tinha que ser o jogador de minecraft",OFF,False,True,False,True,False,False,False
b37e0856a7ed4041b038588882b5c900,"USER Hay papás que no pueden costear una niñera, disculpa los por arruinar tu peda egoista",OFF,False,True,False,False,False,False,False
8bac8fcbc603404fb728134b61547389,Meudeus acabei de sair do shopping pra comprar roupa com a minha mae e senhor amado como eu to gorda gorda gorda gordola fatspo nivel th415 c4r14 vou me matar fazer nf de 500 horas e eu tb fui pro cinema comi q nem uma porca vou tentar v0m1tar tudo,OFF,False,True,False,True,False,False,False
f2889ac34813428384cd9412a755131a,Acho que na verdade ela queria era se vingar do corno..foi direto pra frente da casa dela,OFF,False,True,False,False,False,True,False
ebfd81c6a09c448a8d250b24ca84cf13,"vim para deixar meu dislike , alias achei ridículo",OFF,False,True,False,False,False,False,False
baa65f2aec0a42daaf6cf642e8257fae,teve quebra-pau (pênis) aqui na academia. veio um cara tirar satisfações de outro pq ele ficou com a mulher dele. o corno levou um soco na cara e caiu no chão,OFF,False,True,False,False,False,False,False
8cdbff2b9f2542da866f5685ebf481a2,Me desculpem gente mulher nenhuma é Feliz com esse corpo? Ela precisa de tratamento isso é uma doença,OFF,False,True,False,False,False,False,False
6dab7c0a584e44448fcd8bef4a50990e,USER Demais… cheio de mongoloide nessa porra,OFF,False,True,False,False,False,False,False
c6907f255de74fc2ae41b566e8de44de,Bando de pilantras filhos da /^@user,OFF,False,True,False,True,False,False,False
44e59e9bad714be5aaf76836c50d404b,DC vagabunda que cancelou o selo onde tinha o maior detetive junto do Batman isso mesmo o Rorschach Como ousa se chamar de detetive comics se agora eu não vou ter mais meu selo Vertigo com um bando de outro detetives meio abluble das ideia URL,OFF,False,True,False,True,False,False,False
1eb40b8181a043fe94a417e8d4121c4c,UM ABRAÇO BEM GAY PARA USER 😚🏳🌈🌈,OFF,False,True,True,False,False,False,False
9c016ee6769d4587bebdec3b8040b693,MORO É USER E MENTE E USER USER USER,OFF,False,True,False,False,False,False,False
ee842487028a4621a9ecb9b07e740a25,"USER foda ' parabéns felipe USER , o melhor !",OFF,False,True,False,True,False,False,False
2fe0a93d9bb94cfb8f410dd117bbc084,"éramos vos y yo ahora fuck cupido, no soy estúpido lo nuestro era único",OFF,False,True,False,False,False,False,False
a5f459c52e6d4c789fd6e6f24d01fed8,só basta uma palavra da minha mãe para que eu me sinta um lixo (insulto),OFF,False,True,False,False,False,False,False
6d906a4bb25a45a8a4c91b38cad07413,"puta, que, paril, USER é muito virgem, virgem, virgem, virgem, virgem .",OFF,False,True,False,True,False,True,False
1b190ae59c6541259cee488fea29e8de,VAI COLOCA ORDEM NA CUSERA DELA EU EINNNN.....USER SABE USER FALA USER USER...O USER TRABALHA PRA USERII USER PESUSERUSER USER FALA...ONTEM ELE USER USER USER USER TAVA USER,OFF,False,True,False,False,False,False,False
66a88bf78ee74588899618cfd2fb6cd8,"USER USER, infelizmente o monark foi longe demais, ele errou MUITO, mais é huUSER errar, mais espero que ele aprenda da pior forma uma lição de vida!",OFF,False,True,False,False,False,False,False
f13eca63acd94477b115b90bc707faf3,"USER é romântico pra poha USER USER com o mendigo. Uma pele macia, quente, uma voz doce e envolvente. caralho o maluco é USER USER",OFF,False,True,False,True,False,True,False
d20ef4d73ec245739844d6c19f6001af,toma esse ratio seu fudido do caralho URL,OFF,False,True,False,False,False,False,False
ba4c36f708174964a82b9c58f58346d2,"Foi ridículo, não assisti na época Mas acabei de chorar aqui kkkk",OFF,False,True,False,False,False,False,False
b3fae2cb9ca04b86b9468282bed4b487,"USER USER OUTRO retardado????? Primeiro Me manda UMA matéria da jovem pan MENTIROSA. SEGUNDO toma aqui outras fontes MONGOLOIDE, massa de manobra é assim, não sabe verificar sozinho BBC Bolsonarista! URL FOCUS do time do Ciro URL",OFF,True,True,False,False,False,False,False
3c326464e3c94721aed12e5253aa66e0,Vcs são uns porcarias. USER tem q ser criança.,OFF,False,True,False,False,False,False,False
62a90017e5964519a281d54441c01dc2,500 anos de USER e o USER aqui nada mudo,OFF,False,True,False,False,False,False,True
39608ce2406048f4a3ce8c913a960271,Q coisa mais ridícula,OFF,False,True,False,False,False,False,False
1ba7e753895f491eb1d114effe6489d0,Caralho se fudeu em.,OFF,False,True,False,True,False,False,False
3a439ea07741442eb624e8ef6c98f7cc,Hoje USER USER fala tudo o contrário a esse vídeo. USER!!!,OFF,False,True,False,False,False,False,False
052ce4d2f263452dbf4e7beba1c4105e,minha tia ligando p minha prima q disse q ia chegar em cs 2:00 e ta ate agora na rua: CADE VOCE SUA FILHA DA puta PARECE QUE GOSTA DE ME IRRITAR,OFF,False,True,False,True,False,False,False
493222e79eb3426b8426b1274a7276b1,"Uma palhaçada isUSER, USER no brasil existe isUSER... como pode alguem que pato os pais ou os filhos poder sair no dia dos pais! Quanta hipocrisia viu.",OFF,False,True,False,False,False,False,True
b95484e579f54a1b82131f1b9bb15d5c,"Professor , manda esse inbecil estudar",OFF,False,True,False,False,False,False,False
322ce2139def4d6b8a512e933da3d853,puta que pariu eu vou usar muito,OFF,False,True,False,True,False,True,False
e8db0f1428dc4031954f469373c30bac,Pior edição da fazendo kkkk kkkk expulso o único famoso,OFF,False,True,False,False,False,False,False
6d73936028f6419eb4839931a5a415af,"USER mesmo. Óbvio que ele não é Nazista. Falou uma merda e se sujou muito com isso. Onde chegar, vai ser taxado de nazista. USER aos dois. USER que ficou com o BO na mão pra resolver, e USER que vai ter uma dureza pela frente.",OFF,True,True,False,False,False,False,False
51da27932e674544b24d453f817e3857,USER esse curso eh coisa de gente retardada mental vai se foder q porra,OFF,False,True,False,True,False,False,False
45f2ed95566b43e3be0816bb41148ad2,USER sim adoro um professor burrinho,OFF,False,True,False,False,False,False,False
4b39b00ea4184eb19dc3fb503aa6a919,USER Diabólico,OFF,False,True,False,False,False,False,False
